LCLid,stdorToU,DateTime,KWh,Acorn,Acorn_grouped
MAC000021,Std,2012-04-12 17:00:00.0000000,0.512,ACORN-E,Affluent
MAC000021,Std,2012-04-12 18:00:00.0000000,0.4945,ACORN-E,Affluent
MAC000021,Std,2012-04-12 19:00:00.0000000,0.871,ACORN-E,Affluent
MAC000021,Std,2012-04-12 20:00:00.0000000,0.601,ACORN-E,Affluent
MAC000021,Std,2012-04-12 21:00:00.0000000,0.6415,ACORN-E,Affluent
MAC000021,Std,2012-04-12 22:00:00.0000000,0.5675,ACORN-E,Affluent
MAC000021,Std,2012-04-12 23:00:00.0000000,0.3865,ACORN-E,Affluent
MAC000021,Std,2012-04-13 00:00:00.0000000,0.4155,ACORN-E,Affluent
MAC000021,Std,2012-04-13 01:00:00.0000000,0.38549999999999995,ACORN-E,Affluent
MAC000021,Std,2012-04-13 02:00:00.0000000,0.4095000000000001,ACORN-E,Affluent
MAC000021,Std,2012-04-13 03:00:00.0000000,0.4095,ACORN-E,Affluent
MAC000021,Std,2012-04-13 04:00:00.0000000,0.3695,ACORN-E,Affluent
MAC000021,Std,2012-04-13 05:00:00.0000000,0.4305,ACORN-E,Affluent
MAC000021,Std,2012-04-13 06:00:00.0000000,0.49750000000000005,ACORN-E,Affluent
MAC000021,Std,2012-04-13 07:00:00.0000000,0.5589999999999999,ACORN-E,Affluent
MAC000021,Std,2012-04-13 08:00:00.0000000,0.904,ACORN-E,Affluent
MAC000021,Std,2012-04-13 09:00:00.0000000,1.31550005,ACORN-E,Affluent
MAC000021,Std,2012-04-13 10:00:00.0000000,1.80649995,ACORN-E,Affluent
MAC000021,Std,2012-04-13 11:00:00.0000000,0.909,ACORN-E,Affluent
MAC000021,Std,2012-04-13 12:00:00.0000000,0.4425,ACORN-E,Affluent
MAC000021,Std,2012-04-13 13:00:00.0000000,0.40449999999999997,ACORN-E,Affluent
MAC000021,Std,2012-04-13 14:00:00.0000000,0.32,ACORN-E,Affluent
MAC000021,Std,2012-04-13 15:00:00.0000000,0.36050000000000004,ACORN-E,Affluent
MAC000021,Std,2012-04-13 16:00:00.0000000,0.399,ACORN-E,Affluent
MAC000021,Std,2012-04-13 17:00:00.0000000,0.346,ACORN-E,Affluent
MAC000021,Std,2012-04-13 18:00:00.0000000,0.322,ACORN-E,Affluent
MAC000021,Std,2012-04-13 19:00:00.0000000,0.3325,ACORN-E,Affluent
MAC000021,Std,2012-04-13 20:00:00.0000000,0.34199999999999997,ACORN-E,Affluent
MAC000021,Std,2012-04-13 21:00:00.0000000,0.379,ACORN-E,Affluent
MAC000021,Std,2012-04-13 22:00:00.0000000,0.34750000000000003,ACORN-E,Affluent
MAC000021,Std,2012-04-13 23:00:00.0000000,0.34950000000000003,ACORN-E,Affluent
MAC000021,Std,2012-04-14 00:00:00.0000000,0.33599999999999997,ACORN-E,Affluent
MAC000021,Std,2012-04-14 01:00:00.0000000,0.35950000000000004,ACORN-E,Affluent
MAC000021,Std,2012-04-14 02:00:00.0000000,0.3745,ACORN-E,Affluent
MAC000021,Std,2012-04-14 03:00:00.0000000,0.35750000000000004,ACORN-E,Affluent
MAC000021,Std,2012-04-14 04:00:00.0000000,0.3405,ACORN-E,Affluent
MAC000021,Std,2012-04-14 05:00:00.0000000,0.3655,ACORN-E,Affluent
MAC000021,Std,2012-04-14 06:00:00.0000000,0.43400000000000005,ACORN-E,Affluent
MAC000021,Std,2012-04-14 07:00:00.0000000,0.42500000000000004,ACORN-E,Affluent
MAC000021,Std,2012-04-14 08:00:00.0000000,0.3325,ACORN-E,Affluent
MAC000021,Std,2012-04-14 09:00:00.0000000,0.31,ACORN-E,Affluent
MAC000021,Std,2012-04-14 10:00:00.0000000,0.355,ACORN-E,Affluent
MAC000021,Std,2012-04-14 11:00:00.0000000,0.34349999999999997,ACORN-E,Affluent
MAC000021,Std,2012-04-14 12:00:00.0000000,0.362,ACORN-E,Affluent
MAC000021,Std,2012-04-14 13:00:00.0000000,0.3335,ACORN-E,Affluent
MAC000021,Std,2012-04-14 14:00:00.0000000,0.32599999999999996,ACORN-E,Affluent
MAC000021,Std,2012-04-14 15:00:00.0000000,0.35650000000000004,ACORN-E,Affluent
MAC000021,Std,2012-04-14 16:00:00.0000000,0.40449999999999997,ACORN-E,Affluent
MAC000021,Std,2012-04-14 17:00:00.0000000,0.324,ACORN-E,Affluent
MAC000021,Std,2012-04-14 18:00:00.0000000,0.314,ACORN-E,Affluent
MAC000021,Std,2012-04-14 19:00:00.0000000,0.3235,ACORN-E,Affluent
MAC000021,Std,2012-04-14 20:00:00.0000000,0.34900000000000003,ACORN-E,Affluent
MAC000021,Std,2012-04-14 21:00:00.0000000,0.4295,ACORN-E,Affluent
MAC000021,Std,2012-04-14 22:00:00.0000000,0.38549999999999995,ACORN-E,Affluent
MAC000021,Std,2012-04-14 23:00:00.0000000,0.3335,ACORN-E,Affluent
MAC000021,Std,2012-04-15 00:00:00.0000000,0.362,ACORN-E,Affluent
MAC000021,Std,2012-04-15 01:00:00.0000000,0.36050000000000004,ACORN-E,Affluent
MAC000021,Std,2012-04-15 02:00:00.0000000,0.36650000000000005,ACORN-E,Affluent
MAC000021,Std,2012-04-15 03:00:00.0000000,0.35550000000000004,ACORN-E,Affluent
MAC000021,Std,2012-04-15 04:00:00.0000000,0.3815,ACORN-E,Affluent
MAC000021,Std,2012-04-15 05:00:00.0000000,0.389,ACORN-E,Affluent
MAC000021,Std,2012-04-15 06:00:00.0000000,0.4115,ACORN-E,Affluent
MAC000021,Std,2012-04-15 07:00:00.0000000,0.432,ACORN-E,Affluent
MAC000021,Std,2012-04-15 08:00:00.0000000,0.3785,ACORN-E,Affluent
MAC000021,Std,2012-04-15 09:00:00.0000000,0.3635,ACORN-E,Affluent
MAC000021,Std,2012-04-15 10:00:00.0000000,0.3765,ACORN-E,Affluent
MAC000021,Std,2012-04-15 11:00:00.0000000,0.32099999999999995,ACORN-E,Affluent
MAC000021,Std,2012-04-15 12:00:00.0000000,0.33399999999999996,ACORN-E,Affluent
MAC000021,Std,2012-04-15 13:00:00.0000000,0.352,ACORN-E,Affluent
MAC000021,Std,2012-04-15 14:00:00.0000000,0.388,ACORN-E,Affluent
MAC000021,Std,2012-04-15 15:00:00.0000000,0.35,ACORN-E,Affluent
MAC000021,Std,2012-04-15 16:00:00.0000000,0.369,ACORN-E,Affluent
MAC000021,Std,2012-04-15 17:00:00.0000000,0.4195,ACORN-E,Affluent
MAC000021,Std,2012-04-15 18:00:00.0000000,0.40349999999999997,ACORN-E,Affluent
MAC000021,Std,2012-04-15 19:00:00.0000000,0.3435,ACORN-E,Affluent
MAC000021,Std,2012-04-15 20:00:00.0000000,0.3815,ACORN-E,Affluent
MAC000021,Std,2012-04-15 21:00:00.0000000,0.4115000000000001,ACORN-E,Affluent
MAC000021,Std,2012-04-15 22:00:00.0000000,0.34650000000000003,ACORN-E,Affluent
MAC000021,Std,2012-04-15 23:00:00.0000000,0.34099999999999997,ACORN-E,Affluent
MAC000021,Std,2012-04-16 00:00:00.0000000,0.39749999999999996,ACORN-E,Affluent
MAC000021,Std,2012-04-16 01:00:00.0000000,0.37,ACORN-E,Affluent
MAC000021,Std,2012-04-16 02:00:00.0000000,0.37350000000000005,ACORN-E,Affluent
MAC000021,Std,2012-04-16 03:00:00.0000000,0.35950000000000004,ACORN-E,Affluent
MAC000021,Std,2012-04-16 04:00:00.0000000,0.35650000000000004,ACORN-E,Affluent
MAC000021,Std,2012-04-16 05:00:00.0000000,0.4135,ACORN-E,Affluent
MAC000021,Std,2012-04-16 06:00:00.0000000,0.4355,ACORN-E,Affluent
MAC000021,Std,2012-04-16 07:00:00.0000000,0.4305,ACORN-E,Affluent
MAC000021,Std,2012-04-16 08:00:00.0000000,0.41400000000000003,ACORN-E,Affluent
MAC000021,Std,2012-04-16 09:00:00.0000000,0.364,ACORN-E,Affluent
MAC000021,Std,2012-04-16 10:00:00.0000000,0.312,ACORN-E,Affluent
MAC000021,Std,2012-04-16 11:00:00.0000000,0.42500000000000004,ACORN-E,Affluent
MAC000021,Std,2012-04-16 12:00:00.0000000,0.378,ACORN-E,Affluent
MAC000021,Std,2012-04-16 13:00:00.0000000,0.36450000000000005,ACORN-E,Affluent
MAC000021,Std,2012-04-16 14:00:00.0000000,0.432,ACORN-E,Affluent
MAC000021,Std,2012-04-16 15:00:00.0000000,0.4635,ACORN-E,Affluent
MAC000021,Std,2012-04-16 16:00:00.0000000,0.49,ACORN-E,Affluent
MAC000021,Std,2012-04-16 17:00:00.0000000,0.6065,ACORN-E,Affluent
MAC000021,Std,2012-04-16 18:00:00.0000000,0.6715,ACORN-E,Affluent
MAC000021,Std,2012-04-16 19:00:00.0000000,0.787,ACORN-E,Affluent
MAC000021,Std,2012-04-16 20:00:00.0000000,1.091,ACORN-E,Affluent
MAC000021,Std,2012-04-16 21:00:00.0000000,0.6295,ACORN-E,Affluent
MAC000021,Std,2012-04-16 22:00:00.0000000,0.7805,ACORN-E,Affluent
MAC000021,Std,2012-04-16 23:00:00.0000000,0.4285,ACORN-E,Affluent
MAC000021,Std,2012-04-17 00:00:00.0000000,0.35733333333333334,ACORN-E,Affluent
MAC000021,Std,2012-04-17 01:00:00.0000000,0.3725,ACORN-E,Affluent
MAC000021,Std,2012-04-17 02:00:00.0000000,0.324,ACORN-E,Affluent
MAC000021,Std,2012-04-17 03:00:00.0000000,0.3855,ACORN-E,Affluent
MAC000021,Std,2012-04-17 04:00:00.0000000,0.35950000000000004,ACORN-E,Affluent
MAC000021,Std,2012-04-17 05:00:00.0000000,0.39799999999999996,ACORN-E,Affluent
MAC000021,Std,2012-04-17 06:00:00.0000000,0.4225,ACORN-E,Affluent
MAC000021,Std,2012-04-17 07:00:00.0000000,0.5135,ACORN-E,Affluent
MAC000021,Std,2012-04-17 08:00:00.0000000,0.45499999999999996,ACORN-E,Affluent
MAC000021,Std,2012-04-17 09:00:00.0000000,0.641,ACORN-E,Affluent
MAC000021,Std,2012-04-17 10:00:00.0000000,0.667,ACORN-E,Affluent
MAC000021,Std,2012-04-17 11:00:00.0000000,0.48450000000000004,ACORN-E,Affluent
MAC000021,Std,2012-04-17 12:00:00.0000000,0.6855,ACORN-E,Affluent
MAC000021,Std,2012-04-17 13:00:00.0000000,0.42300000000000004,ACORN-E,Affluent
MAC000021,Std,2012-04-17 14:00:00.0000000,0.4585,ACORN-E,Affluent
MAC000021,Std,2012-04-17 15:00:00.0000000,0.41500000000000004,ACORN-E,Affluent
MAC000021,Std,2012-04-17 16:00:00.0000000,0.9155,ACORN-E,Affluent
MAC000021,Std,2012-04-17 17:00:00.0000000,0.886,ACORN-E,Affluent
MAC000021,Std,2012-04-17 18:00:00.0000000,0.786,ACORN-E,Affluent
MAC000021,Std,2012-04-17 19:00:00.0000000,0.8345,ACORN-E,Affluent
MAC000021,Std,2012-04-17 20:00:00.0000000,1.2550000000000001,ACORN-E,Affluent
MAC000021,Std,2012-04-17 21:00:00.0000000,1.09500005,ACORN-E,Affluent
MAC000021,Std,2012-04-17 22:00:00.0000000,0.8160000000000001,ACORN-E,Affluent
MAC000021,Std,2012-04-17 23:00:00.0000000,0.8005,ACORN-E,Affluent
MAC000021,Std,2012-04-18 00:00:00.0000000,0.7404999999999999,ACORN-E,Affluent
MAC000021,Std,2012-04-18 01:00:00.0000000,0.5325,ACORN-E,Affluent
MAC000021,Std,2012-04-18 02:00:00.0000000,0.5125000000000001,ACORN-E,Affluent
MAC000021,Std,2012-04-18 03:00:00.0000000,0.4645,ACORN-E,Affluent
MAC000021,Std,2012-04-18 04:00:00.0000000,0.4975,ACORN-E,Affluent
MAC000021,Std,2012-04-18 05:00:00.0000000,0.508,ACORN-E,Affluent
MAC000021,Std,2012-04-18 06:00:00.0000000,0.7085,ACORN-E,Affluent
MAC000021,Std,2012-04-18 07:00:00.0000000,0.647,ACORN-E,Affluent
MAC000021,Std,2012-04-18 08:00:00.0000000,1.076,ACORN-E,Affluent
MAC000021,Std,2012-04-18 09:00:00.0000000,0.8255,ACORN-E,Affluent
MAC000021,Std,2012-04-18 10:00:00.0000000,0.487,ACORN-E,Affluent
MAC000021,Std,2012-04-18 11:00:00.0000000,0.55,ACORN-E,Affluent
MAC000021,Std,2012-04-18 12:00:00.0000000,0.5469999999999999,ACORN-E,Affluent
MAC000021,Std,2012-04-18 13:00:00.0000000,0.593,ACORN-E,Affluent
MAC000021,Std,2012-04-18 14:00:00.0000000,0.5185,ACORN-E,Affluent
MAC000021,Std,2012-04-18 15:00:00.0000000,0.5525,ACORN-E,Affluent
MAC000021,Std,2012-04-18 16:00:00.0000000,0.625,ACORN-E,Affluent
MAC000021,Std,2012-04-18 17:00:00.0000000,0.621,ACORN-E,Affluent
MAC000021,Std,2012-04-18 18:00:00.0000000,0.722,ACORN-E,Affluent
MAC000021,Std,2012-04-18 19:00:00.0000000,1.024,ACORN-E,Affluent
MAC000021,Std,2012-04-18 20:00:00.0000000,1.09849995,ACORN-E,Affluent
MAC000021,Std,2012-04-18 21:00:00.0000000,1.06,ACORN-E,Affluent
MAC000021,Std,2012-04-18 22:00:00.0000000,1.2485,ACORN-E,Affluent
MAC000021,Std,2012-04-18 23:00:00.0000000,0.764,ACORN-E,Affluent
MAC000021,Std,2012-04-19 00:00:00.0000000,0.615,ACORN-E,Affluent
MAC000021,Std,2012-04-19 01:00:00.0000000,0.44699999999999995,ACORN-E,Affluent
MAC000021,Std,2012-04-19 02:00:00.0000000,0.534,ACORN-E,Affluent
MAC000021,Std,2012-04-19 03:00:00.0000000,0.5185,ACORN-E,Affluent
MAC000021,Std,2012-04-19 04:00:00.0000000,0.5205,ACORN-E,Affluent
MAC000021,Std,2012-04-19 05:00:00.0000000,0.49200000000000005,ACORN-E,Affluent
MAC000021,Std,2012-04-19 06:00:00.0000000,0.5905,ACORN-E,Affluent
MAC000021,Std,2012-04-19 07:00:00.0000000,0.893,ACORN-E,Affluent
MAC000021,Std,2012-04-19 08:00:00.0000000,1.09,ACORN-E,Affluent
MAC000021,Std,2012-04-19 09:00:00.0000000,0.5385,ACORN-E,Affluent
MAC000021,Std,2012-04-19 10:00:00.0000000,0.5865,ACORN-E,Affluent
MAC000021,Std,2012-04-19 11:00:00.0000000,0.5785,ACORN-E,Affluent
MAC000021,Std,2012-04-19 12:00:00.0000000,0.5745,ACORN-E,Affluent
MAC000021,Std,2012-04-19 13:00:00.0000000,0.5965,ACORN-E,Affluent
MAC000021,Std,2012-04-19 14:00:00.0000000,0.925,ACORN-E,Affluent
MAC000021,Std,2012-04-19 15:00:00.0000000,0.7919999999999999,ACORN-E,Affluent
MAC000021,Std,2012-04-19 16:00:00.0000000,0.6065,ACORN-E,Affluent
MAC000021,Std,2012-04-19 17:00:00.0000000,0.494,ACORN-E,Affluent
MAC000021,Std,2012-04-19 18:00:00.0000000,0.5660000000000001,ACORN-E,Affluent
MAC000021,Std,2012-04-19 19:00:00.0000000,0.5405,ACORN-E,Affluent
MAC000021,Std,2012-04-19 20:00:00.0000000,1.0145,ACORN-E,Affluent
MAC000021,Std,2012-04-19 21:00:00.0000000,1.0085,ACORN-E,Affluent
MAC000021,Std,2012-04-19 22:00:00.0000000,1.0615,ACORN-E,Affluent
MAC000021,Std,2012-04-19 23:00:00.0000000,1.193,ACORN-E,Affluent
MAC000021,Std,2012-04-20 00:00:00.0000000,0.9915,ACORN-E,Affluent
MAC000021,Std,2012-04-20 01:00:00.0000000,0.9185000000000001,ACORN-E,Affluent
MAC000021,Std,2012-04-20 02:00:00.0000000,0.5585,ACORN-E,Affluent
MAC000021,Std,2012-04-20 03:00:00.0000000,0.5535000000000001,ACORN-E,Affluent
MAC000021,Std,2012-04-20 04:00:00.0000000,0.5175,ACORN-E,Affluent
MAC000021,Std,2012-04-20 05:00:00.0000000,0.5720000000000001,ACORN-E,Affluent
MAC000021,Std,2012-04-20 06:00:00.0000000,0.624,ACORN-E,Affluent
MAC000021,Std,2012-04-20 07:00:00.0000000,0.8089999999999999,ACORN-E,Affluent
MAC000021,Std,2012-04-20 08:00:00.0000000,0.518,ACORN-E,Affluent
MAC000021,Std,2012-04-20 09:00:00.0000000,0.5165,ACORN-E,Affluent
MAC000021,Std,2012-04-20 10:00:00.0000000,0.41600000000000004,ACORN-E,Affluent
MAC000021,Std,2012-04-20 11:00:00.0000000,0.698,ACORN-E,Affluent
MAC000021,Std,2012-04-20 12:00:00.0000000,0.435,ACORN-E,Affluent
MAC000021,Std,2012-04-20 13:00:00.0000000,0.368,ACORN-E,Affluent
MAC000021,Std,2012-04-20 14:00:00.0000000,0.358,ACORN-E,Affluent
MAC000021,Std,2012-04-20 15:00:00.0000000,0.357,ACORN-E,Affluent
MAC000021,Std,2012-04-20 16:00:00.0000000,0.38949999999999996,ACORN-E,Affluent
MAC000021,Std,2012-04-20 17:00:00.0000000,0.367,ACORN-E,Affluent
MAC000021,Std,2012-04-20 18:00:00.0000000,0.37250000000000005,ACORN-E,Affluent
MAC000021,Std,2012-04-20 19:00:00.0000000,0.36550000000000005,ACORN-E,Affluent
MAC000021,Std,2012-04-20 20:00:00.0000000,0.3645,ACORN-E,Affluent
MAC000021,Std,2012-04-20 21:00:00.0000000,0.358,ACORN-E,Affluent
MAC000021,Std,2012-04-20 22:00:00.0000000,0.4085,ACORN-E,Affluent
MAC000021,Std,2012-04-20 23:00:00.0000000,0.38749999999999996,ACORN-E,Affluent
MAC000021,Std,2012-04-21 00:00:00.0000000,0.357,ACORN-E,Affluent
MAC000021,Std,2012-04-21 01:00:00.0000000,0.352,ACORN-E,Affluent
MAC000021,Std,2012-04-21 02:00:00.0000000,0.4065,ACORN-E,Affluent
MAC000021,Std,2012-04-21 03:00:00.0000000,0.405,ACORN-E,Affluent
MAC000021,Std,2012-04-21 04:00:00.0000000,0.353,ACORN-E,Affluent
MAC000021,Std,2012-04-21 05:00:00.0000000,0.4265,ACORN-E,Affluent
MAC000021,Std,2012-04-21 06:00:00.0000000,0.4320000000000001,ACORN-E,Affluent
MAC000021,Std,2012-04-21 07:00:00.0000000,0.41200000000000003,ACORN-E,Affluent
MAC000021,Std,2012-04-21 08:00:00.0000000,0.4325,ACORN-E,Affluent
MAC000021,Std,2012-04-21 09:00:00.0000000,0.39549999999999996,ACORN-E,Affluent
MAC000021,Std,2012-04-21 10:00:00.0000000,0.344,ACORN-E,Affluent
MAC000021,Std,2012-04-21 11:00:00.0000000,0.3415,ACORN-E,Affluent
MAC000021,Std,2012-04-21 12:00:00.0000000,0.35250000000000004,ACORN-E,Affluent
MAC000021,Std,2012-04-21 13:00:00.0000000,0.39049999999999996,ACORN-E,Affluent
MAC000021,Std,2012-04-21 14:00:00.0000000,0.35750000000000004,ACORN-E,Affluent
MAC000021,Std,2012-04-21 15:00:00.0000000,0.35150000000000003,ACORN-E,Affluent
MAC000021,Std,2012-04-21 16:00:00.0000000,0.37050000000000005,ACORN-E,Affluent
MAC000021,Std,2012-04-21 17:00:00.0000000,0.355,ACORN-E,Affluent
MAC000021,Std,2012-04-21 18:00:00.0000000,0.37650000000000006,ACORN-E,Affluent
MAC000021,Std,2012-04-21 19:00:00.0000000,0.372,ACORN-E,Affluent
MAC000021,Std,2012-04-21 20:00:00.0000000,0.371,ACORN-E,Affluent
MAC000021,Std,2012-04-21 21:00:00.0000000,0.366,ACORN-E,Affluent
MAC000021,Std,2012-04-21 22:00:00.0000000,0.386,ACORN-E,Affluent
MAC000021,Std,2012-04-21 23:00:00.0000000,0.4,ACORN-E,Affluent
MAC000021,Std,2012-04-22 00:00:00.0000000,0.3935,ACORN-E,Affluent
MAC000021,Std,2012-04-22 01:00:00.0000000,0.3645,ACORN-E,Affluent
MAC000021,Std,2012-04-22 02:00:00.0000000,0.3620000000000001,ACORN-E,Affluent
MAC000021,Std,2012-04-22 03:00:00.0000000,0.3785,ACORN-E,Affluent
MAC000021,Std,2012-04-22 04:00:00.0000000,0.382,ACORN-E,Affluent
MAC000021,Std,2012-04-22 05:00:00.0000000,0.43,ACORN-E,Affluent
MAC000021,Std,2012-04-22 06:00:00.0000000,0.452,ACORN-E,Affluent
MAC000021,Std,2012-04-22 07:00:00.0000000,0.41700000000000004,ACORN-E,Affluent
MAC000021,Std,2012-04-22 08:00:00.0000000,0.36750000000000005,ACORN-E,Affluent
MAC000021,Std,2012-04-22 09:00:00.0000000,0.38,ACORN-E,Affluent
MAC000021,Std,2012-04-22 10:00:00.0000000,0.362,ACORN-E,Affluent
MAC000021,Std,2012-04-22 11:00:00.0000000,0.364,ACORN-E,Affluent
MAC000021,Std,2012-04-22 12:00:00.0000000,0.3425,ACORN-E,Affluent
MAC000021,Std,2012-04-22 13:00:00.0000000,0.33299999999999996,ACORN-E,Affluent
MAC000021,Std,2012-04-22 14:00:00.0000000,0.378,ACORN-E,Affluent
MAC000021,Std,2012-04-22 15:00:00.0000000,0.34650000000000003,ACORN-E,Affluent
MAC000021,Std,2012-04-22 16:00:00.0000000,0.3785,ACORN-E,Affluent
MAC000021,Std,2012-04-22 17:00:00.0000000,0.355,ACORN-E,Affluent
MAC000021,Std,2012-04-22 18:00:00.0000000,0.354,ACORN-E,Affluent
MAC000021,Std,2012-04-22 19:00:00.0000000,0.511,ACORN-E,Affluent
MAC000021,Std,2012-04-22 20:00:00.0000000,0.7404999999999999,ACORN-E,Affluent
MAC000021,Std,2012-04-22 21:00:00.0000000,0.532,ACORN-E,Affluent
MAC000021,Std,2012-04-22 22:00:00.0000000,0.8879999999999999,ACORN-E,Affluent
MAC000021,Std,2012-04-22 23:00:00.0000000,0.498,ACORN-E,Affluent
MAC000021,Std,2012-04-23 00:00:00.0000000,0.431,ACORN-E,Affluent
MAC000021,Std,2012-04-23 01:00:00.0000000,0.36350000000000005,ACORN-E,Affluent
MAC000021,Std,2012-04-23 02:00:00.0000000,0.369,ACORN-E,Affluent
MAC000021,Std,2012-04-23 03:00:00.0000000,0.368,ACORN-E,Affluent
MAC000021,Std,2012-04-23 04:00:00.0000000,0.3495,ACORN-E,Affluent
MAC000021,Std,2012-04-23 05:00:00.0000000,0.4145,ACORN-E,Affluent
MAC000021,Std,2012-04-23 06:00:00.0000000,0.4485,ACORN-E,Affluent
MAC000021,Std,2012-04-23 07:00:00.0000000,0.505,ACORN-E,Affluent
MAC000021,Std,2012-04-23 08:00:00.0000000,0.6245,ACORN-E,Affluent
MAC000021,Std,2012-04-23 09:00:00.0000000,0.48650000000000004,ACORN-E,Affluent
MAC000021,Std,2012-04-23 10:00:00.0000000,0.633,ACORN-E,Affluent
MAC000021,Std,2012-04-23 11:00:00.0000000,0.4265,ACORN-E,Affluent
MAC000021,Std,2012-04-23 12:00:00.0000000,0.4475,ACORN-E,Affluent
MAC000021,Std,2012-04-23 13:00:00.0000000,0.74,ACORN-E,Affluent
MAC000021,Std,2012-04-23 14:00:00.0000000,0.645,ACORN-E,Affluent
MAC000021,Std,2012-04-23 15:00:00.0000000,0.635,ACORN-E,Affluent
MAC000021,Std,2012-04-23 16:00:00.0000000,0.5155000000000001,ACORN-E,Affluent
MAC000021,Std,2012-04-23 17:00:00.0000000,0.485,ACORN-E,Affluent
MAC000021,Std,2012-04-23 18:00:00.0000000,0.622,ACORN-E,Affluent
MAC000021,Std,2012-04-23 19:00:00.0000000,0.9585,ACORN-E,Affluent
MAC000021,Std,2012-04-23 20:00:00.0000000,0.723,ACORN-E,Affluent
MAC000021,Std,2012-04-23 21:00:00.0000000,0.5734999999999999,ACORN-E,Affluent
MAC000021,Std,2012-04-23 22:00:00.0000000,0.5665,ACORN-E,Affluent
MAC000021,Std,2012-04-23 23:00:00.0000000,0.39349999999999996,ACORN-E,Affluent
MAC000021,Std,2012-04-24 00:00:00.0000000,0.4075,ACORN-E,Affluent
MAC000021,Std,2012-04-24 01:00:00.0000000,0.40049999999999997,ACORN-E,Affluent
MAC000021,Std,2012-04-24 02:00:00.0000000,0.383,ACORN-E,Affluent
MAC000021,Std,2012-04-24 03:00:00.0000000,0.404,ACORN-E,Affluent
MAC000021,Std,2012-04-24 04:00:00.0000000,0.395,ACORN-E,Affluent
MAC000021,Std,2012-04-24 05:00:00.0000000,0.41500000000000004,ACORN-E,Affluent
MAC000021,Std,2012-04-24 06:00:00.0000000,0.5005,ACORN-E,Affluent
MAC000021,Std,2012-04-24 07:00:00.0000000,0.8585,ACORN-E,Affluent
MAC000021,Std,2012-04-24 08:00:00.0000000,1.03400005,ACORN-E,Affluent
MAC000021,Std,2012-04-24 09:00:00.0000000,0.734,ACORN-E,Affluent
MAC000021,Std,2012-04-24 10:00:00.0000000,0.4265,ACORN-E,Affluent
MAC000021,Std,2012-04-24 11:00:00.0000000,0.5065,ACORN-E,Affluent
MAC000021,Std,2012-04-24 12:00:00.0000000,0.638,ACORN-E,Affluent
MAC000021,Std,2012-04-24 13:00:00.0000000,0.443,ACORN-E,Affluent
MAC000021,Std,2012-04-24 14:00:00.0000000,0.40049999999999997,ACORN-E,Affluent
MAC000021,Std,2012-04-24 15:00:00.0000000,0.405,ACORN-E,Affluent
MAC000021,Std,2012-04-24 16:00:00.0000000,0.49350000000000005,ACORN-E,Affluent
MAC000021,Std,2012-04-24 17:00:00.0000000,1.014,ACORN-E,Affluent
MAC000021,Std,2012-04-24 18:00:00.0000000,0.49849999999999994,ACORN-E,Affluent
MAC000021,Std,2012-04-24 19:00:00.0000000,1.234,ACORN-E,Affluent
MAC000021,Std,2012-04-24 20:00:00.0000000,1.181,ACORN-E,Affluent
MAC000021,Std,2012-04-24 21:00:00.0000000,1.5070000000000001,ACORN-E,Affluent
MAC000021,Std,2012-04-24 22:00:00.0000000,0.7935000000000001,ACORN-E,Affluent
MAC000021,Std,2012-04-24 23:00:00.0000000,0.777,ACORN-E,Affluent
MAC000021,Std,2012-04-25 00:00:00.0000000,0.47850000000000004,ACORN-E,Affluent
MAC000021,Std,2012-04-25 01:00:00.0000000,0.5,ACORN-E,Affluent
MAC000021,Std,2012-04-25 02:00:00.0000000,0.5195000000000001,ACORN-E,Affluent
MAC000021,Std,2012-04-25 03:00:00.0000000,0.4685,ACORN-E,Affluent
MAC000021,Std,2012-04-25 04:00:00.0000000,0.46950000000000003,ACORN-E,Affluent
MAC000021,Std,2012-04-25 05:00:00.0000000,0.5525,ACORN-E,Affluent
MAC000021,Std,2012-04-25 06:00:00.0000000,1.1554999499999998,ACORN-E,Affluent
MAC000021,Std,2012-04-25 07:00:00.0000000,1.0025,ACORN-E,Affluent
MAC000021,Std,2012-04-25 08:00:00.0000000,0.7615000000000001,ACORN-E,Affluent
MAC000021,Std,2012-04-25 09:00:00.0000000,0.493,ACORN-E,Affluent
MAC000021,Std,2012-04-25 10:00:00.0000000,0.472,ACORN-E,Affluent
MAC000021,Std,2012-04-25 11:00:00.0000000,0.47950000000000004,ACORN-E,Affluent
MAC000021,Std,2012-04-25 12:00:00.0000000,0.4955,ACORN-E,Affluent
MAC000021,Std,2012-04-25 13:00:00.0000000,0.5030000000000001,ACORN-E,Affluent
MAC000021,Std,2012-04-25 14:00:00.0000000,0.4555,ACORN-E,Affluent
MAC000021,Std,2012-04-25 15:00:00.0000000,0.4595,ACORN-E,Affluent
MAC000021,Std,2012-04-25 16:00:00.0000000,0.5045000000000001,ACORN-E,Affluent
MAC000021,Std,2012-04-25 17:00:00.0000000,0.5634999999999999,ACORN-E,Affluent
MAC000021,Std,2012-04-25 18:00:00.0000000,0.5549999999999999,ACORN-E,Affluent
MAC000021,Std,2012-04-25 19:00:00.0000000,0.525,ACORN-E,Affluent
MAC000021,Std,2012-04-25 20:00:00.0000000,0.5295000000000001,ACORN-E,Affluent
MAC000021,Std,2012-04-25 21:00:00.0000000,0.6095,ACORN-E,Affluent
