LCLid,stdorToU,DateTime,KWh,Acorn,Acorn_grouped
MAC000021,Std,2011-12-13 17:00:00.0000000,0.9790000000000001,ACORN-E,Affluent
MAC000021,Std,2011-12-13 18:00:00.0000000,0.4515,ACORN-E,Affluent
MAC000021,Std,2011-12-13 19:00:00.0000000,0.5095000000000001,ACORN-E,Affluent
MAC000021,Std,2011-12-13 20:00:00.0000000,0.484,ACORN-E,Affluent
MAC000021,Std,2011-12-13 21:00:00.0000000,0.424,ACORN-E,Affluent
MAC000021,Std,2011-12-13 22:00:00.0000000,0.5105,ACORN-E,Affluent
MAC000021,Std,2011-12-13 23:00:00.0000000,0.435,ACORN-E,Affluent
MAC000021,Std,2011-12-14 00:00:00.0000000,0.92,ACORN-E,Affluent
MAC000021,Std,2011-12-14 01:00:00.0000000,0.7829999999999999,ACORN-E,Affluent
MAC000021,Std,2011-12-14 02:00:00.0000000,0.3725,ACORN-E,Affluent
MAC000021,Std,2011-12-14 03:00:00.0000000,0.3670000000000001,ACORN-E,Affluent
MAC000021,Std,2011-12-14 04:00:00.0000000,0.4305,ACORN-E,Affluent
MAC000021,Std,2011-12-14 05:00:00.0000000,0.38250000000000006,ACORN-E,Affluent
MAC000021,Std,2011-12-14 06:00:00.0000000,0.42700000000000005,ACORN-E,Affluent
MAC000021,Std,2011-12-14 07:00:00.0000000,0.4655,ACORN-E,Affluent
MAC000021,Std,2011-12-14 08:00:00.0000000,0.6890000000000001,ACORN-E,Affluent
MAC000021,Std,2011-12-14 09:00:00.0000000,0.5635,ACORN-E,Affluent
MAC000021,Std,2011-12-14 10:00:00.0000000,0.4445,ACORN-E,Affluent
MAC000021,Std,2011-12-14 11:00:00.0000000,0.7275,ACORN-E,Affluent
MAC000021,Std,2011-12-14 12:00:00.0000000,0.48350000000000004,ACORN-E,Affluent
MAC000021,Std,2011-12-14 13:00:00.0000000,0.4545,ACORN-E,Affluent
MAC000021,Std,2011-12-14 14:00:00.0000000,0.444,ACORN-E,Affluent
MAC000021,Std,2011-12-14 15:00:00.0000000,0.46599999999999997,ACORN-E,Affluent
MAC000021,Std,2011-12-14 16:00:00.0000000,0.741,ACORN-E,Affluent
MAC000021,Std,2011-12-14 17:00:00.0000000,1.02,ACORN-E,Affluent
MAC000021,Std,2011-12-14 18:00:00.0000000,1.05899995,ACORN-E,Affluent
MAC000021,Std,2011-12-14 19:00:00.0000000,1.0525,ACORN-E,Affluent
MAC000021,Std,2011-12-14 20:00:00.0000000,0.677,ACORN-E,Affluent
MAC000021,Std,2011-12-14 21:00:00.0000000,0.4425,ACORN-E,Affluent
MAC000021,Std,2011-12-14 22:00:00.0000000,0.48350000000000004,ACORN-E,Affluent
MAC000021,Std,2011-12-14 23:00:00.0000000,0.53,ACORN-E,Affluent
MAC000021,Std,2011-12-15 00:00:00.0000000,0.5116666666666667,ACORN-E,Affluent
MAC000021,Std,2011-12-15 01:00:00.0000000,0.3975,ACORN-E,Affluent
MAC000021,Std,2011-12-15 02:00:00.0000000,0.35250000000000004,ACORN-E,Affluent
MAC000021,Std,2011-12-15 03:00:00.0000000,0.37150000000000005,ACORN-E,Affluent
MAC000021,Std,2011-12-15 04:00:00.0000000,0.352,ACORN-E,Affluent
MAC000021,Std,2011-12-15 05:00:00.0000000,0.3355,ACORN-E,Affluent
MAC000021,Std,2011-12-15 06:00:00.0000000,0.4305,ACORN-E,Affluent
MAC000021,Std,2011-12-15 07:00:00.0000000,0.4635,ACORN-E,Affluent
MAC000021,Std,2011-12-15 08:00:00.0000000,0.8620000000000001,ACORN-E,Affluent
MAC000021,Std,2011-12-15 09:00:00.0000000,0.541,ACORN-E,Affluent
MAC000021,Std,2011-12-15 10:00:00.0000000,0.444,ACORN-E,Affluent
MAC000021,Std,2011-12-15 11:00:00.0000000,0.468,ACORN-E,Affluent
MAC000021,Std,2011-12-15 12:00:00.0000000,0.5715,ACORN-E,Affluent
MAC000021,Std,2011-12-15 13:00:00.0000000,0.44650000000000006,ACORN-E,Affluent
MAC000021,Std,2011-12-15 14:00:00.0000000,0.49,ACORN-E,Affluent
MAC000021,Std,2011-12-15 15:00:00.0000000,0.714,ACORN-E,Affluent
MAC000021,Std,2011-12-15 16:00:00.0000000,0.8755,ACORN-E,Affluent
MAC000021,Std,2011-12-15 17:00:00.0000000,0.9655,ACORN-E,Affluent
MAC000021,Std,2011-12-15 18:00:00.0000000,0.9535,ACORN-E,Affluent
MAC000021,Std,2011-12-15 19:00:00.0000000,0.7275,ACORN-E,Affluent
MAC000021,Std,2011-12-15 20:00:00.0000000,0.49800000000000005,ACORN-E,Affluent
MAC000021,Std,2011-12-15 21:00:00.0000000,0.528,ACORN-E,Affluent
MAC000021,Std,2011-12-15 22:00:00.0000000,0.569,ACORN-E,Affluent
MAC000021,Std,2011-12-15 23:00:00.0000000,0.5185,ACORN-E,Affluent
MAC000021,Std,2011-12-16 00:00:00.0000000,0.602,ACORN-E,Affluent
MAC000021,Std,2011-12-16 01:00:00.0000000,0.502,ACORN-E,Affluent
MAC000021,Std,2011-12-16 02:00:00.0000000,0.4585,ACORN-E,Affluent
MAC000021,Std,2011-12-16 03:00:00.0000000,0.45600000000000007,ACORN-E,Affluent
MAC000021,Std,2011-12-16 04:00:00.0000000,0.47150000000000003,ACORN-E,Affluent
MAC000021,Std,2011-12-16 05:00:00.0000000,0.446,ACORN-E,Affluent
MAC000021,Std,2011-12-16 06:00:00.0000000,0.472,ACORN-E,Affluent
MAC000021,Std,2011-12-16 07:00:00.0000000,0.5329999999999999,ACORN-E,Affluent
MAC000021,Std,2011-12-16 08:00:00.0000000,0.9410000000000001,ACORN-E,Affluent
MAC000021,Std,2011-12-16 09:00:00.0000000,1.29899995,ACORN-E,Affluent
MAC000021,Std,2011-12-16 10:00:00.0000000,1.2069999500000002,ACORN-E,Affluent
MAC000021,Std,2011-12-16 11:00:00.0000000,0.8685,ACORN-E,Affluent
MAC000021,Std,2011-12-16 12:00:00.0000000,0.5675,ACORN-E,Affluent
MAC000021,Std,2011-12-16 13:00:00.0000000,0.6565,ACORN-E,Affluent
MAC000021,Std,2011-12-16 14:00:00.0000000,0.4295,ACORN-E,Affluent
MAC000021,Std,2011-12-16 15:00:00.0000000,0.3685,ACORN-E,Affluent
MAC000021,Std,2011-12-16 16:00:00.0000000,0.378,ACORN-E,Affluent
MAC000021,Std,2011-12-16 17:00:00.0000000,0.384,ACORN-E,Affluent
MAC000021,Std,2011-12-16 18:00:00.0000000,0.36650000000000005,ACORN-E,Affluent
MAC000021,Std,2011-12-16 19:00:00.0000000,0.40349999999999997,ACORN-E,Affluent
MAC000021,Std,2011-12-16 20:00:00.0000000,0.4245,ACORN-E,Affluent
MAC000021,Std,2011-12-16 21:00:00.0000000,0.364,ACORN-E,Affluent
MAC000021,Std,2011-12-16 22:00:00.0000000,0.387,ACORN-E,Affluent
MAC000021,Std,2011-12-16 23:00:00.0000000,0.3915,ACORN-E,Affluent
MAC000021,Std,2011-12-17 00:00:00.0000000,0.3995,ACORN-E,Affluent
MAC000021,Std,2011-12-17 01:00:00.0000000,0.405,ACORN-E,Affluent
MAC000021,Std,2011-12-17 02:00:00.0000000,0.366,ACORN-E,Affluent
MAC000021,Std,2011-12-17 03:00:00.0000000,0.40049999999999997,ACORN-E,Affluent
MAC000021,Std,2011-12-17 04:00:00.0000000,0.36250000000000004,ACORN-E,Affluent
MAC000021,Std,2011-12-17 05:00:00.0000000,0.3785,ACORN-E,Affluent
MAC000021,Std,2011-12-17 06:00:00.0000000,0.419,ACORN-E,Affluent
MAC000021,Std,2011-12-17 07:00:00.0000000,0.4445,ACORN-E,Affluent
MAC000021,Std,2011-12-17 08:00:00.0000000,0.47750000000000004,ACORN-E,Affluent
MAC000021,Std,2011-12-17 09:00:00.0000000,0.4125,ACORN-E,Affluent
MAC000021,Std,2011-12-17 10:00:00.0000000,0.367,ACORN-E,Affluent
MAC000021,Std,2011-12-17 11:00:00.0000000,0.3855,ACORN-E,Affluent
MAC000021,Std,2011-12-17 12:00:00.0000000,0.37,ACORN-E,Affluent
MAC000021,Std,2011-12-17 13:00:00.0000000,0.3645,ACORN-E,Affluent
MAC000021,Std,2011-12-17 14:00:00.0000000,0.4015,ACORN-E,Affluent
MAC000021,Std,2011-12-17 15:00:00.0000000,0.387,ACORN-E,Affluent
MAC000021,Std,2011-12-17 16:00:00.0000000,0.346,ACORN-E,Affluent
MAC000021,Std,2011-12-17 17:00:00.0000000,0.41300000000000003,ACORN-E,Affluent
MAC000021,Std,2011-12-17 18:00:00.0000000,0.4455,ACORN-E,Affluent
MAC000021,Std,2011-12-17 19:00:00.0000000,0.4115,ACORN-E,Affluent
MAC000021,Std,2011-12-17 20:00:00.0000000,0.47550000000000003,ACORN-E,Affluent
MAC000021,Std,2011-12-17 21:00:00.0000000,0.4335,ACORN-E,Affluent
MAC000021,Std,2011-12-17 22:00:00.0000000,0.375,ACORN-E,Affluent
MAC000021,Std,2011-12-17 23:00:00.0000000,0.434,ACORN-E,Affluent
MAC000021,Std,2011-12-18 00:00:00.0000000,0.344,ACORN-E,Affluent
MAC000021,Std,2011-12-18 01:00:00.0000000,0.40449999999999997,ACORN-E,Affluent
MAC000021,Std,2011-12-18 02:00:00.0000000,0.41600000000000004,ACORN-E,Affluent
MAC000021,Std,2011-12-18 03:00:00.0000000,0.36450000000000005,ACORN-E,Affluent
MAC000021,Std,2011-12-18 04:00:00.0000000,0.40700000000000003,ACORN-E,Affluent
MAC000021,Std,2011-12-18 05:00:00.0000000,0.3795,ACORN-E,Affluent
MAC000021,Std,2011-12-18 06:00:00.0000000,0.40800000000000003,ACORN-E,Affluent
MAC000021,Std,2011-12-18 07:00:00.0000000,0.473,ACORN-E,Affluent
MAC000021,Std,2011-12-18 08:00:00.0000000,0.45999999999999996,ACORN-E,Affluent
MAC000021,Std,2011-12-18 09:00:00.0000000,0.4265,ACORN-E,Affluent
MAC000021,Std,2011-12-18 10:00:00.0000000,0.4075,ACORN-E,Affluent
MAC000021,Std,2011-12-18 11:00:00.0000000,0.3795,ACORN-E,Affluent
MAC000021,Std,2011-12-18 12:00:00.0000000,0.345,ACORN-E,Affluent
MAC000021,Std,2011-12-18 13:00:00.0000000,0.377,ACORN-E,Affluent
MAC000021,Std,2011-12-18 14:00:00.0000000,0.36800000000000005,ACORN-E,Affluent
MAC000021,Std,2011-12-18 15:00:00.0000000,0.378,ACORN-E,Affluent
MAC000021,Std,2011-12-18 16:00:00.0000000,0.393,ACORN-E,Affluent
MAC000021,Std,2011-12-18 17:00:00.0000000,0.42200000000000004,ACORN-E,Affluent
MAC000021,Std,2011-12-18 18:00:00.0000000,0.8995,ACORN-E,Affluent
MAC000021,Std,2011-12-18 19:00:00.0000000,0.8535,ACORN-E,Affluent
MAC000021,Std,2011-12-18 20:00:00.0000000,0.655,ACORN-E,Affluent
MAC000021,Std,2011-12-18 21:00:00.0000000,0.719,ACORN-E,Affluent
MAC000021,Std,2011-12-18 22:00:00.0000000,0.9215,ACORN-E,Affluent
MAC000021,Std,2011-12-18 23:00:00.0000000,0.7795,ACORN-E,Affluent
MAC000021,Std,2011-12-19 00:00:00.0000000,0.49450000000000005,ACORN-E,Affluent
MAC000021,Std,2011-12-19 01:00:00.0000000,0.4600000000000001,ACORN-E,Affluent
MAC000021,Std,2011-12-19 02:00:00.0000000,0.43100000000000005,ACORN-E,Affluent
MAC000021,Std,2011-12-19 03:00:00.0000000,0.391,ACORN-E,Affluent
MAC000021,Std,2011-12-19 04:00:00.0000000,0.4455,ACORN-E,Affluent
MAC000021,Std,2011-12-19 05:00:00.0000000,0.42150000000000004,ACORN-E,Affluent
MAC000021,Std,2011-12-19 06:00:00.0000000,0.46549999999999997,ACORN-E,Affluent
MAC000021,Std,2011-12-19 07:00:00.0000000,0.5585,ACORN-E,Affluent
MAC000021,Std,2011-12-19 08:00:00.0000000,0.8979999999999999,ACORN-E,Affluent
MAC000021,Std,2011-12-19 09:00:00.0000000,0.908,ACORN-E,Affluent
MAC000021,Std,2011-12-19 10:00:00.0000000,0.9725,ACORN-E,Affluent
MAC000021,Std,2011-12-19 11:00:00.0000000,0.7165,ACORN-E,Affluent
MAC000021,Std,2011-12-19 12:00:00.0000000,0.8029999999999999,ACORN-E,Affluent
MAC000021,Std,2011-12-19 13:00:00.0000000,0.5595,ACORN-E,Affluent
MAC000021,Std,2011-12-19 14:00:00.0000000,0.4905,ACORN-E,Affluent
MAC000021,Std,2011-12-19 15:00:00.0000000,0.4515,ACORN-E,Affluent
MAC000021,Std,2011-12-19 16:00:00.0000000,0.6505,ACORN-E,Affluent
MAC000021,Std,2011-12-19 17:00:00.0000000,1.0470000000000002,ACORN-E,Affluent
MAC000021,Std,2011-12-19 18:00:00.0000000,0.7825,ACORN-E,Affluent
MAC000021,Std,2011-12-19 19:00:00.0000000,0.5609999999999999,ACORN-E,Affluent
MAC000021,Std,2011-12-19 20:00:00.0000000,0.4845,ACORN-E,Affluent
MAC000021,Std,2011-12-19 21:00:00.0000000,0.49350000000000005,ACORN-E,Affluent
MAC000021,Std,2011-12-19 22:00:00.0000000,0.544,ACORN-E,Affluent
MAC000021,Std,2011-12-19 23:00:00.0000000,0.638,ACORN-E,Affluent
MAC000021,Std,2011-12-20 00:00:00.0000000,0.531,ACORN-E,Affluent
MAC000021,Std,2011-12-20 01:00:00.0000000,0.46299999999999997,ACORN-E,Affluent
MAC000021,Std,2011-12-20 02:00:00.0000000,0.382,ACORN-E,Affluent
MAC000021,Std,2011-12-20 03:00:00.0000000,0.4095,ACORN-E,Affluent
MAC000021,Std,2011-12-20 04:00:00.0000000,0.4135,ACORN-E,Affluent
MAC000021,Std,2011-12-20 05:00:00.0000000,0.42000000000000004,ACORN-E,Affluent
MAC000021,Std,2011-12-20 06:00:00.0000000,0.47650000000000003,ACORN-E,Affluent
MAC000021,Std,2011-12-20 07:00:00.0000000,0.4535,ACORN-E,Affluent
MAC000021,Std,2011-12-20 08:00:00.0000000,0.881,ACORN-E,Affluent
MAC000021,Std,2011-12-20 09:00:00.0000000,0.6890000000000001,ACORN-E,Affluent
MAC000021,Std,2011-12-20 10:00:00.0000000,0.69,ACORN-E,Affluent
MAC000021,Std,2011-12-20 11:00:00.0000000,0.7324999999999999,ACORN-E,Affluent
MAC000021,Std,2011-12-20 12:00:00.0000000,0.6244999999999999,ACORN-E,Affluent
MAC000021,Std,2011-12-20 13:00:00.0000000,0.6135,ACORN-E,Affluent
MAC000021,Std,2011-12-20 14:00:00.0000000,0.819,ACORN-E,Affluent
